txn_id,date,amount,currency,merchant,category,status,code
954675,2024-10-10,494.59,GBP,Nordic Fjäll,utilities,refunded,67
956115,2023-10-19,2561.82,USD,Kestrel Outfitters,travel,paid,57
956624,2024-05-21,3262.59,GBP,Fjord Interiors,fuel,pending,45
959381,2023-07-28,3420.37,EUR,Kestrel Outfitters,utilities,paid,7
960940,2024-05-18,965.60,GBP,Blue Harbor Goods,apparel,paid,75
964268,2024-03-20,1550.22,USD,Delta Pharmacy,hardware,refunded,32
964273,2024-11-06,766.25,GBP,Delta Pharmacy,dining,refunded,81
965221,2023-05-07,1388.04,GBP,Café Norte,utilities,refunded,
966424,2023-09-20,4784.93,EUR,Statler Hardware,travel,chargeback,13
966602,2024-08-20,2353.56,EUR,Nordic Fjäll,apparel,chargeback,5
966894,2024-06-28,3855.94,GBP,Blue Harbor Goods,travel,pending,74
967265,2023-12-20,1238.54,EUR,Delta Pharmacy,dining,refunded,73
969000,2024-02-24,1365.79,GBP,Northwind Supply,grocery,pending,88
969015,2024-08-08,4575.49,GBP,Vela Cycles,dining,chargeback,34
969384,2024-01-08,386.79,USD,Vela Cycles,travel,refunded,10
971888,2024-08-17,3293.36,EUR,Petit Marché,utilities,refunded,35
972812,2024-04-29,1863.28,USD,Petit Marché,apparel,chargeback,5
973429,2023-09-11,2436.23,EUR,Vela Cycles,apparel,refunded,30
973705,2023-03-18,32.19,GBP,Northwind Supply,fuel,paid,97
975019,2023-05-19,1979.09,GBP,Delta Pharmacy,travel,chargeback,35
975555,2023-05-23,590.54,GBP,Kestrel Outfitters,hardware,paid,
975620,2023-03-31,2906.50,GBP,Northwind Supply,fuel,paid,11
977919,2023-08-12,40.23,EUR,Statler Hardware,apparel,refunded,3
979059,2024-01-19,3143.53,USD,Statler Hardware,travel,pending,6
979408,2024-04-19,72.80,USD,Kestrel Outfitters,grocery,paid,20
979910,2024-08-09,546.73,EUR,Vela Cycles,apparel,refunded,61
980245,2023-06-26,4758.31,EUR,Trailhead Sports,,refunded,87
980771,2024-07-17,1646.15,USD,Vela Cycles,apparel,refunded,79
981302,2024-11-02,3381.53,EUR,Café Norte,fuel,chargeback,64
981978,2024-02-09,2706.16,USD,Blue Harbor Goods,dining,paid,3
983547,2024-08-14,30.83,EUR,Northwind Supply,utilities,paid,
983836,2023-07-26,2094.77,GBP,Café Norte,utilities,chargeback,86
984285,2023-06-01,2264.24,GBP,Statler Hardware,dining,pending,26
984775,2024-06-07,1916.14,GBP,Trailhead Sports,travel,refunded,46
985054,2024-10-13,832.71,USD,Café Norte,hardware,refunded,81
985597,2023-10-10,3124.25,GBP,Delta Pharmacy,utilities,chargeback,37
985691,2024-07-12,527.78,USD,Café Norte,fuel,pending,59
986888,2023-04-09,4307.44,GBP,Vela Cycles,dining,pending,29
987743,2023-03-24,641.22,EUR,Fjord Interiors,hardware,paid,96
988287,2024-07-03,2615.44,EUR,Kestrel Outfitters,fuel,chargeback,56
988855,2024-08-06,140.09,GBP,Nordic Fjäll,fuel,refunded,75
989438,2024-08-29,2913.09,USD,Nordic Fjäll,apparel,paid,97
991672,2024-11-22,3573.55,GBP,Vela Cycles,hardware,paid,31
992489,2023-03-16,551.96,USD,Trailhead Sports,utilities,paid,56
993528,2023-07-27,4009.95,GBP,Orchard and Vine,fuel,pending,69
993595,2023-11-30,3049.22,USD,Kestrel Outfitters,dining,refunded,79
993884,2024-05-21,177.52,EUR,Café Norte,apparel,chargeback,54
994444,2024-08-05,1043.92,GBP,Fjord Interiors,fuel,paid,29
994798,2023-12-29,1933.32,EUR,Vela Cycles,hardware,paid,26
995103,2023-06-22,2414.70,USD,Orchard and Vine,grocery,pending,26
995929,2024-11-10,3907.34,EUR,Kestrel Outfitters,utilities,pending,3
996536,2023-07-14,227.72,USD,Blue Harbor Goods,grocery,paid,19
998520,2023-12-03,1223.40,EUR,Statler Hardware,utilities,refunded,
999339,2023-08-10,4169.89,EUR,Vela Cycles,utilities,refunded,35
